,enter_time,leave_time
flow_6740_0,1743.0,1799.0
flow_6760_0,1749.0,1837.0
flow_6761_0,1752.0,1822.0
flow_1074_0,1753.0,1913.0
flow_6762_0,1755.0,1841.0
flow_2327_0,1757.0,1827.0
flow_1079_0,1764.0,1856.0
flow_73_0,1790.0,1860.0
flow_3658_0,1793.0,1875.0
flow_1080_0,1795.0,1848.0
flow_3681_0,1795.0,1879.0
flow_3599_0,1798.0,1856.0
flow_3634_0,1801.0,1882.0
flow_3619_0,1803.0,1860.0
flow_3636_0,1803.0,1885.0
flow_3624_0,1805.0,1862.0
flow_1089_0,1816.0,1867.0
flow_2332_0,1823.0,1893.0
flow_48_0,1824.0,1894.0
flow_1097_0,1831.0,1896.0
flow_1099_0,1858.0,1910.0
flow_1102_0,1864.0,1932.0
flow_2731_0,1865.0,1935.0
flow_6768_0,1865.0,1973.0
flow_6769_0,1868.0,1952.0
flow_6770_0,1871.0,1957.0
flow_6771_0,1873.0,1943.0
flow_1108_0,1875.0,1936.0
flow_3686_0,1877.0,1977.0
flow_1109_0,1878.0,1939.0
flow_5718_0,1881.0,1973.0
flow_3685_0,1883.0,1979.0
flow_3679_0,1884.0,1942.0
flow_1112_0,1888.0,1944.0
flow_1113_0,1890.0,1942.0
flow_1114_0,1893.0,1993.0
flow_1124_0,1899.0,1978.0
flow_6362_0,1901.0,1980.0
flow_3695_0,1904.0,1974.0
flow_2313_0,1905.0,1993.0
flow_80_0,1906.0,1977.0
flow_3753_0,1909.0,2012.0
flow_6772_0,1911.0,1982.0
flow_1115_0,1914.0,1966.0
flow_6773_0,1915.0,2017.0
flow_2339_0,1918.0,1988.0
flow_611_0,1918.0,1998.0
flow_2341_0,1921.0,1992.0
flow_1126_0,1926.0,1979.0
flow_2737_0,1938.0,2031.0
flow_1129_0,1955.0,2007.0
flow_1131_0,1958.0,2010.0
flow_6777_0,1962.0,2032.0
flow_88_0,1963.0,2051.0
flow_3765_0,1965.0,2035.0
flow_2734_0,1978.0,2030.0
flow_3687_0,1994.0,2051.0
flow_3714_0,1996.0,2055.0
flow_5732_0,1998.0,2056.0
flow_1138_0,1999.0,2057.0
flow_91_0,2000.0,2058.0
flow_6783_0,2002.0,2114.0
flow_1147_0,2005.0,2060.0
flow_1155_0,2018.0,2093.0
flow_1104_0,2022.0,2118.0
flow_2746_0,2036.0,2093.0
flow_2349_0,2036.0,2106.0
flow_6785_0,2039.0,3001.0
flow_2351_0,2040.0,2155.0
flow_2711_0,2042.0,2158.0
flow_2353_0,2045.0,2115.0
flow_1158_0,2051.0,2102.0
flow_1160_0,2053.0,2105.0
flow_6383_0,2057.0,2127.0
flow_99_0,2059.0,2134.0
flow_102_0,2059.0,2129.0
flow_1164_0,2060.0,2134.0
flow_1121_0,2062.0,2176.0
flow_5725_0,2065.0,2155.0
flow_103_0,2067.0,2138.0
flow_1122_0,2068.0,2159.0
flow_3829_0,2080.0,2161.0
flow_620_0,2082.0,2164.0
flow_2360_0,2092.0,2163.0
flow_3726_0,2093.0,2145.0
flow_105_0,2096.0,2147.0
flow_6361_0,2102.0,2171.0
flow_6790_0,2122.0,2218.0
flow_1178_0,2131.0,2197.0
flow_2761_0,2134.0,2218.0
flow_1180_0,2137.0,2355.0
flow_1137_0,2138.0,2209.0
flow_87_0,2139.0,2197.0
flow_1181_0,2140.0,2201.0
flow_1054_0,2147.0,2200.0
flow_6388_0,2162.0,2231.0
flow_6793_0,2163.0,2232.0
flow_1195_0,2165.0,2235.0
flow_6795_0,2166.0,2236.0
flow_6395_0,2167.0,2259.0
flow_1183_0,2170.0,2239.0
flow_1184_0,2173.0,2243.0
flow_5743_0,2175.0,2264.0
flow_2356_0,2176.0,2246.0
flow_5757_0,2178.0,2250.0
flow_1153_0,2182.0,2259.0
flow_1157_0,2184.0,2254.0
flow_3701_0,2189.0,2240.0
flow_5728_0,2191.0,2261.0
flow_6400_0,2205.0,2275.0
flow_121_0,2205.0,2298.0
flow_1210_0,2208.0,2297.0
flow_1191_0,2212.0,2265.0
flow_1192_0,2216.0,2278.0
flow_1203_0,2221.0,2273.0
flow_2771_0,2223.0,2278.0
flow_6797_0,2227.0,2302.0
flow_6798_0,2229.0,2304.0
flow_3973_0,2232.0,2307.0
flow_1174_0,2245.0,2336.0
flow_127_0,2245.0,2316.0
flow_3772_0,2260.0,2316.0
flow_3798_0,2262.0,2320.0
flow_5771_0,2264.0,2316.0
flow_1215_0,2265.0,2322.0
flow_2763_0,2269.0,2325.0
flow_5775_0,2285.0,2774.0
flow_131_0,2302.0,2373.0
flow_1222_0,2303.0,2359.0
flow_6801_0,2305.0,2410.0
flow_1224_0,2306.0,2373.0
flow_1226_0,2308.0,2377.0
flow_6803_0,2308.0,2650.0
flow_3993_0,2311.0,2396.0
flow_4027_0,2313.0,2414.0
flow_1145_0,2317.0,2387.0
flow_5778_0,2321.0,2428.0
flow_129_0,2324.0,2416.0
flow_2792_0,2329.0,2410.0
flow_1230_0,2339.0,2428.0
flow_2790_0,2340.0,2392.0
flow_1150_0,2343.0,2419.0
flow_1234_0,2348.0,2400.0
flow_2386_0,2362.0,2432.0
flow_6415_0,2362.0,2445.0
flow_6345_0,2369.0,2422.0
flow_3970_0,2372.0,2425.0
flow_1237_0,2376.0,2462.0
flow_1251_0,2394.0,2467.0
flow_78_0,2396.0,2449.0
flow_6811_0,2399.0,2479.0
flow_4046_0,2401.0,2484.0
flow_1258_0,2401.0,2469.0
flow_4047_0,2404.0,2474.0
flow_1205_0,2406.0,2477.0
flow_153_0,2409.0,2462.0
flow_3846_0,2411.0,2529.0
flow_5791_0,2421.0,2490.0
flow_2801_0,2433.0,2931.0
flow_5777_0,2434.0,2486.0
flow_3760_0,2435.0,2513.0
flow_3869_0,2447.0,2499.0
flow_1273_0,2451.0,2502.0
flow_652_0,2452.0,2521.0
flow_1274_0,2454.0,2506.0
flow_160_0,2455.0,2525.0
flow_6817_0,2457.0,2544.0
flow_6818_0,2460.0,2549.0
flow_2785_0,2472.0,2558.0
flow_3882_0,2473.0,2551.0
flow_2816_0,2485.0,2558.0
flow_6819_0,2487.0,2572.0
flow_4059_0,2490.0,2560.0
flow_6822_0,2492.0,2563.0
flow_6824_0,2495.0,2566.0
flow_1285_0,2498.0,2563.0
flow_2387_0,2505.0,2565.0
flow_1289_0,2507.0,2587.0
flow_169_0,2518.0,2587.0
flow_1176_0,2520.0,2592.0
flow_6825_0,2520.0,2603.0
flow_5819_0,2522.0,2594.0
flow_6826_0,2522.0,2608.0
flow_150_0,2526.0,2596.0
flow_1314_0,2536.0,2605.0
flow_1295_0,2540.0,2592.0
flow_1296_0,2543.0,2595.0
flow_2783_0,2546.0,2634.0
