,enter_time,leave_time
flow_1074_0,1747.0,1834.0
flow_6762_0,1748.0,1844.0
flow_3658_0,1766.0,1848.0
flow_3347_0,1770.0,1886.0
flow_1079_0,1783.0,1886.0
flow_1080_0,1786.0,1838.0
flow_3550_0,1795.0,1890.0
flow_3599_0,1801.0,1892.0
flow_575_0,1807.0,1877.0
flow_1089_0,1807.0,1891.0
flow_2327_0,1810.0,1881.0
flow_6768_0,1814.0,1908.0
flow_2332_0,1814.0,1885.0
flow_6769_0,1825.0,2012.0
flow_3619_0,1831.0,1893.0
flow_3624_0,1833.0,1896.0
flow_48_0,1848.0,1919.0
flow_1097_0,1849.0,1900.0
flow_1099_0,1851.0,1903.0
flow_3634_0,1852.0,1921.0
flow_981_0,1855.0,1924.0
flow_1102_0,1857.0,1949.0
flow_3636_0,1857.0,1928.0
flow_3685_0,1862.0,1932.0
flow_1108_0,1868.0,1953.0
flow_1109_0,1870.0,1955.0
flow_6770_0,1875.0,2014.0
flow_1112_0,1877.0,1959.0
flow_6771_0,1878.0,1948.0
flow_1113_0,1880.0,1932.0
flow_6772_0,1880.0,1968.0
flow_6773_0,1883.0,2017.0
flow_2313_0,1884.0,1949.0
flow_3681_0,1886.0,1972.0
flow_3686_0,1890.0,1974.0
flow_2339_0,1896.0,1968.0
flow_1114_0,1909.0,1961.0
flow_1115_0,1912.0,1965.0
flow_2731_0,1915.0,1986.0
flow_3695_0,1919.0,1989.0
flow_3753_0,1922.0,2019.0
flow_3765_0,1924.0,1995.0
flow_6777_0,1927.0,1997.0
flow_1126_0,1950.0,2002.0
flow_73_0,1951.0,2021.0
flow_80_0,1953.0,2024.0
flow_1129_0,1956.0,2051.0
flow_1131_0,1959.0,2011.0
flow_611_0,1959.0,2051.0
flow_3679_0,1976.0,2056.0
flow_2341_0,1976.0,2046.0
flow_3687_0,1978.0,2058.0
flow_6783_0,1979.0,2179.0
flow_3714_0,1980.0,2061.0
flow_1104_0,1985.0,2183.0
flow_88_0,1988.0,2055.0
flow_3829_0,1992.0,2071.0
flow_91_0,1994.0,2057.0
flow_1138_0,1995.0,2063.0
flow_1147_0,2003.0,2108.0
flow_6361_0,2019.0,2088.0
flow_99_0,2034.0,2108.0
flow_2737_0,2038.0,2125.0
flow_2734_0,2041.0,2093.0
flow_1155_0,2042.0,2115.0
flow_620_0,2042.0,2125.0
flow_2746_0,2044.0,2113.0
flow_1121_0,2045.0,2185.0
flow_1122_0,2047.0,2130.0
flow_1158_0,2052.0,2118.0
flow_6785_0,2053.0,2998.0
flow_1160_0,2054.0,2120.0
flow_1164_0,2060.0,2161.0
flow_2711_0,2064.0,2133.0
flow_2349_0,2066.0,2136.0
flow_2351_0,2070.0,2139.0
flow_2353_0,2072.0,2143.0
flow_103_0,2073.0,2161.0
flow_5732_0,2082.0,2165.0
flow_6362_0,2084.0,2153.0
flow_6740_0,2084.0,2167.0
flow_6790_0,2084.0,2153.0
flow_1124_0,2086.0,2156.0
flow_105_0,2088.0,2170.0
flow_6383_0,2089.0,2158.0
flow_6388_0,2091.0,2198.0
flow_1178_0,2106.0,2165.0
flow_1180_0,2113.0,2430.0
flow_1181_0,2116.0,2168.0
flow_1183_0,2120.0,2172.0
flow_1184_0,2123.0,2286.0
flow_5718_0,2125.0,2203.0
flow_1137_0,2127.0,2197.0
flow_5743_0,2127.0,2205.0
flow_6793_0,2129.0,2199.0
flow_2360_0,2133.0,2203.0
flow_3726_0,2133.0,2185.0
flow_87_0,2136.0,2286.0
flow_3772_0,2140.0,2291.0
flow_102_0,2156.0,2226.0
flow_1191_0,2162.0,2214.0
flow_1153_0,2165.0,2234.0
flow_1192_0,2165.0,2293.0
flow_1157_0,2169.0,2240.0
flow_6795_0,2174.0,2244.0
flow_2761_0,2212.0,2281.0
flow_1203_0,2214.0,2267.0
flow_3701_0,2227.0,2291.0
flow_5725_0,2228.0,2302.0
flow_5771_0,2230.0,2282.0
flow_121_0,2230.0,2306.0
flow_1215_0,2230.0,2296.0
flow_129_0,2237.0,2308.0
flow_5757_0,2237.0,2308.0
flow_1195_0,2246.0,2316.0
flow_6797_0,2246.0,2315.0
flow_6798_0,2248.0,2318.0
flow_127_0,2249.0,2351.0
flow_6395_0,2249.0,2318.0
flow_1210_0,2251.0,2321.0
flow_1174_0,2252.0,2322.0
flow_6400_0,2254.0,2324.0
flow_131_0,2258.0,2355.0
flow_2356_0,2266.0,2351.0
flow_5775_0,2270.0,3039.0
flow_2771_0,2279.0,2357.0
flow_6801_0,2280.0,2367.0
flow_6803_0,2283.0,2915.0
flow_1145_0,2285.0,2358.0
flow_1222_0,2286.0,2434.0
flow_1224_0,2289.0,2355.0
flow_1226_0,2291.0,2357.0
flow_1150_0,2304.0,2373.0
flow_1230_0,2321.0,2436.0
flow_1234_0,2329.0,2382.0
flow_6345_0,2330.0,2382.0
flow_1237_0,2333.0,2463.0
flow_1054_0,2339.0,2391.0
flow_1205_0,2344.0,2415.0
flow_2763_0,2345.0,2468.0
flow_3798_0,2362.0,2470.0
flow_3846_0,2365.0,2439.0
flow_1251_0,2372.0,2473.0
flow_3882_0,2378.0,2448.0
flow_3760_0,2395.0,2479.0
flow_2386_0,2395.0,2465.0
flow_6415_0,2397.0,2484.0
flow_1258_0,2403.0,2567.0
flow_3869_0,2409.0,2461.0
flow_6811_0,2411.0,2480.0
flow_6817_0,2413.0,2483.0
flow_652_0,2420.0,2489.0
flow_153_0,2422.0,2473.0
flow_160_0,2424.0,2494.0
flow_1273_0,2425.0,2571.0
flow_1274_0,2427.0,2479.0
flow_2792_0,2436.0,2505.0
